order_item_id,order_id,product_id,quantity,unit_price,discount_percent,total_sales,profit
I001189,ORD-10449,P00030,2.0,24.54,15.0,41.72,4.16
I001190,ORD-11822,P00023,2.0,96.97,15.0,164.85,49.19
I001191,ORD-11836,P00026,7.0,16.12,15.0,95.91,33.01
I001192,ORD-10453,P00030,2.0,36.84,20.0,58.94,7.57
I001193,ORD-10707,P00014,1.0,130.63,20.0,104.5,27.34
I001194,ORD-11037,P00038,7.0,46.74,10.0,294.46,118.38
I001195,ORD-11807,P00008,2.0,38.76,5.0,73.64,24.32
I001196,ORD-10088,P00009,3.0,87.75,10.0,236.93,67.88
I001197,ORD-10693,P00003,8.0,10.52,20.0,67.33,10.24
I001198,ORD-10912,P00021,3.0,13.97,0.0,41.91,12.33
I001199,ORD-11170,P00004,5.0,51.41,5.0,244.2,86.39
I001200,ORD-11627,P00030,4.0,23.76,0.0,95.04,28.16
I001201,ORD-11615,P00027,1.0,47.84,5.0,45.45,10.19
I001202,ORD-11267,P00029,3.0,45.95,15.0,117.17,25.4
I001203,ORD-11455,P00031,7.0,16.16,0.0,113.12,43.49
I001204,ORD-10659,P00025,2.0,39.32,5.0,74.71,21.8
I001205,ORD-10944,P00040,3.0,210.89,5.0,601.04,209.66
I001206,ORD-11319,P00003,9.0,11.89,10.0,96.31,22.56
I001207,ORD-10217,P00005,2.0,177.54,25.0,266.31,46.31
I001208,ORD-10621,P00038,12.0,42.25,0.0,507.0,230.46
I001209,ORD-10765,P00020,2.0,10.34,10.0,18.61,-2.12
I001210,ORD-11451,P00022,2.0,54.34,10.0,97.81,20.95
I001211,ORD-11502,P00028,12.0,61.78,5.0,704.29,313.26
I001212,ORD-11716,P00021,2.0,17.35,0.0,34.7,4.94
I001213,ORD-11618,P00039,2.0,8.29,0.0,16.58,0.35
I001214,ORD-11146,P00022,5.0,83.62,5.0,397.19,133.61
I001215,ORD-11252,P00002,2.0,144.76,15.0,246.09,75.58
I001216,ORD-10389,P00006,1.0,88.95,5.0,84.5,24.03
I001217,ORD-10405,P00022,1.0,44.69,0.0,44.69,7.24
I001218,ORD-10539,P00012,2.0,106.07,10.0,190.93,71.92
I001219,ORD-10924,P00033,3.0,55.43,15.0,141.35,27.84
I001220,ORD-11853,P00008,7.0,58.73,0.0,411.11,165.83
I001221,ORD-10061,P00015,9.0,215.11,15.0,1645.59,460.6
I001222,ORD-10014,P00002,3.0,86.2,10.0,232.74,79.67
I001223,ORD-10865,P00034,4.0,21.57,10.0,77.65,22.97
I001224,ORD-11296,P00007,5.0,20.84,0.0,104.2,41.92
I001225,ORD-10193,P00039,2.0,6.32,0.0,12.64,-1.61
I001226,ORD-10433,P00033,1.0,40.91,20.0,32.73,-3.82
I001227,ORD-10638,P00040,8.0,171.68,10.0,1236.1,395.07
I001228,ORD-10785,P00037,2.0,288.51,0.0,577.02,217.49
I001229,ORD-10794,P00028,4.0,57.02,10.0,205.27,83.81
I001230,ORD-11629,P00010,3.0,58.15,5.0,165.73,64.14
I001231,ORD-11790,P00011,14.0,7.5,0.0,105.0,36.85
I001232,ORD-10120,P00004,2.0,56.22,5.0,106.82,35.15
I001233,ORD-10415,P00016,5.0,186.09,15.0,790.88,220.89
I001234,ORD-10633,P00019,1.0,57.7,0.0,57.7,18.02
I001235,ORD-10715,P00008,4.0,74.26,0.0,297.04,122.43
I001236,ORD-11371,P00036,4.0,66.35,5.0,252.13,93.57
I001237,ORD-11223,P00014,1.0,45.27,5.0,43.01,13.65
I001238,ORD-11617,P00020,2.0,6.86,0.0,13.72,-0.55
I001239,ORD-10150,P00032,7.0,123.89,0.0,867.23,370.69
I001240,ORD-10151,P00024,1.0,15.77,10.0,14.19,-1.69
I001241,ORD-10400,P00021,1.0,8.27,15.0,7.03,-2.29
I001242,ORD-10830,P00017,11.0,36.18,10.0,358.18,143.16
I001243,ORD-11902,P00026,3.0,13.86,0.0,41.58,9.82
I001244,ORD-10243,P00033,4.0,36.53,5.0,138.81,37.84
I001245,ORD-10048,P00004,1.0,40.91,15.0,34.77,2.09
I001246,ORD-10401,P00036,3.0,62.77,0.0,188.31,72.94
I001247,ORD-11327,P00007,4.0,9.84,10.0,35.42,3.93
I001248,ORD-11039,P00036,2.0,39.61,20.0,63.38,9.61
I001249,ORD-11369,P00034,1.0,31.83,15.0,27.06,-0.32
I001250,ORD-11506,P00005,5.0,239.49,5.0,1137.58,401.23
I001251,ORD-11590,P00011,6.0,6.5,20.0,31.2,-3.04
I001252,ORD-11943,P00014,5.0,79.16,15.0,336.43,125.84
I001253,ORD-11207,P00019,10.0,46.43,10.0,417.87,140.11
I001254,ORD-11758,P00037,6.0,259.75,0.0,1558.5,612.71
I001255,ORD-10469,P00008,5.0,60.7,15.0,257.97,74.84
I001256,ORD-10669,P00021,2.0,14.78,0.0,29.56,9.3
I001257,ORD-11335,P00020,1.0,13.3,0.0,13.3,-0.57
I001258,ORD-10533,P00034,4.0,18.59,5.0,70.64,24.38
I001259,ORD-10567,P00012,7.0,75.25,10.0,474.07,190.72
I001260,ORD-10093,P00006,3.0,181.78,5.0,518.07,179.52
I001261,ORD-11257,P00003,5.0,15.61,5.0,74.15,24.4
I001262,ORD-11445,P00007,2.0,11.05,5.0,21.0,2.41
I001263,ORD-10239,P00018,1.0,6.95,10.0,6.25,-2.66
I001264,ORD-11043,P00018,7.0,17.17,20.0,96.15,17.62
I001265,ORD-11113,P00028,2.0,50.22,10.0,90.4,30.69
I001266,ORD-10046,P00019,1.0,66.12,20.0,52.9,7.76
I001267,ORD-10543,P00027,4.0,36.61,25.0,109.83,25.39
I001268,ORD-10602,P00036,12.0,54.74,10.0,591.19,210.96
I001269,ORD-10969,P00014,7.0,81.97,0.0,573.79,269.87
I001270,ORD-11869,P00037,6.0,120.71,5.0,688.05,236.87
I001271,ORD-10491,P00023,6.0,62.59,0.0,375.54,145.71
I001272,ORD-11211,P00036,8.0,63.14,15.0,429.35,132.07
I001273,ORD-10436,P00034,6.0,38.82,15.0,197.98,62.49
I001274,ORD-10701,P00015,1.0,446.58,15.0,379.59,101.05
I001275,ORD-11338,P00027,3.0,24.35,15.0,62.09,17.46
I001276,ORD-11778,P00024,6.0,7.36,10.0,39.74,1.3
I001277,ORD-11973,P00005,3.0,250.01,10.0,675.03,217.09
I001278,ORD-11980,P00021,1.0,16.46,25.0,12.35,-6.54
I001279,ORD-10073,P00025,2.0,66.53,5.0,126.41,50.5
I001280,ORD-10134,P00034,3.0,45.43,0.0,136.29,58.19
I001281,ORD-11792,P00024,2.0,11.64,0.0,23.28,4.29
I001282,ORD-10160,P00002,4.0,171.86,0.0,687.44,295.87
I001283,ORD-10178,P00019,1.0,36.61,10.0,32.95,2.08
I001284,ORD-10690,P00038,3.0,25.68,0.0,77.04,28.08
I001285,ORD-10812,P00038,4.0,55.09,0.0,220.36,92.77
I001286,ORD-11514,P00018,1.0,14.87,10.0,13.38,-3.42
I001287,ORD-11709,P00005,6.0,282.23,5.0,1608.71,572.66
I001288,ORD-10624,P00011,6.0,5.74,15.0,29.27,-3.21
I001289,ORD-10742,P00021,12.0,10.53,20.0,101.09,11.4
I001290,ORD-11067,P00009,3.0,76.16,5.0,217.06,71.72
I001291,ORD-10494,P00022,4.0,84.66,5.0,321.71,104.98
I001292,ORD-11384,P00028,12.0,44.66,5.0,509.12,227.04
I001293,ORD-10645,P00015,2.0,329.54,0.0,659.08,251.09
I001294,ORD-10666,P00003,5.0,5.79,5.0,27.5,-4.26
I001295,ORD-10759,P00011,6.0,6.27,5.0,35.74,-0.55
I001296,ORD-11276,P00026,3.0,8.94,15.0,22.8,-4.18
I001297,ORD-11950,P00008,5.0,39.27,30.0,137.44,9.97
I001298,ORD-10994,P00024,7.0,13.74,5.0,91.37,26.14
I001299,ORD-11908,P00039,4.0,12.49,5.0,47.46,10.22
I001300,ORD-10741,P00010,4.0,38.77,0.0,155.08,64.97
I001301,ORD-11476,P00006,1.0,173.33,10.0,156.0,43.35
I001302,ORD-10260,P00033,4.0,66.19,5.0,251.52,80.57
I001303,ORD-10967,P00023,2.0,72.64,10.0,130.75,38.51
I001304,ORD-11242,P00037,10.0,253.85,0.0,2538.5,992.84
I001305,ORD-10029,P00003,6.0,12.47,5.0,71.08,29.08
I001306,ORD-10815,P00019,1.0,70.9,0.0,70.9,20.39
I001307,ORD-11948,P00026,1.0,6.45,5.0,6.13,-4.33
I001308,ORD-10588,P00038,2.0,69.3,0.0,138.6,58.23
I001309,ORD-10761,P00005,7.0,212.35,20.0,1189.16,283.25
I001310,ORD-11477,P00009,2.0,76.2,5.0,144.78,44.46
I001311,ORD-11880,P00019,1.0,44.65,5.0,42.42,4.77
I001312,ORD-11764,P00003,3.0,13.27,25.0,29.86,-0.39
I001313,ORD-11426,P00002,1.0,105.02,10.0,94.52,25.19
I001314,ORD-11195,P00017,7.0,49.09,0.0,343.63,153.66
I001315,ORD-11309,P00015,4.0,416.86,0.0,1667.44,653.71
I001316,ORD-10654,P00028,7.0,20.15,10.0,126.94,34.22
I001317,ORD-11517,P00024,2.0,12.97,15.0,22.05,-4.03
I001318,ORD-10241,P00030,2.0,47.58,15.0,80.89,17.37
I001319,ORD-10808,P00013,5.0,22.51,5.0,106.92,36.52
I001320,ORD-10899,P00037,1.0,142.21,0.0,142.21,49.93
I001321,ORD-11129,P00029,2.0,60.18,0.0,120.36,45.83
I001322,ORD-10026,P00008,3.0,44.45,15.0,113.35,23.67
I001323,ORD-11083,P00040,7.0,234.12,0.0,1638.84,644.77
I001324,ORD-10948,P00040,1.0,115.76,10.0,104.18,28.26
I001325,ORD-11036,P00015,3.0,219.08,5.0,624.38,213.07
I001326,ORD-11331,P00007,2.0,23.83,0.0,47.66,17.34
I001327,ORD-10975,P00040,5.0,127.03,5.0,603.39,205.81
I001328,ORD-10074,P00025,6.0,26.43,5.0,150.65,63.26
I001329,ORD-11866,P00003,1.0,9.21,20.0,7.37,-7.94
I001330,ORD-10807,P00026,4.0,9.43,20.0,30.18,0.38
I001331,ORD-11852,P00007,3.0,18.18,0.0,54.54,22.73
I001332,ORD-10259,P00036,4.0,45.26,0.0,181.04,74.23
I001333,ORD-10973,P00024,2.0,12.48,10.0,22.46,-1.16
I001334,ORD-10497,P00007,3.0,9.4,5.0,26.79,2.86
I001335,ORD-11804,P00026,3.0,9.86,10.0,26.62,5.62
I001336,ORD-11381,P00019,3.0,73.19,10.0,197.61,64.49
I001337,ORD-10668,P00021,12.0,11.27,10.0,121.72,41.82
I001338,ORD-10970,P00010,10.0,56.84,5.0,539.98,231.02
I001339,ORD-11364,P00010,3.0,17.66,0.0,52.98,19.79
I001340,ORD-10699,P00001,5.0,185.01,0.0,925.05,405.16
I001341,ORD-11901,P00012,5.0,82.49,10.0,371.2,152.66
I001342,ORD-11236,P00006,6.0,71.81,5.0,409.32,135.25
I001343,ORD-10215,P00036,5.0,67.72,0.0,338.6,138.19
I001344,ORD-10702,P00003,2.0,5.74,20.0,9.18,-9.01
I001345,ORD-11730,P00004,4.0,87.29,0.0,349.16,144.28
I001346,ORD-11359,P00032,2.0,95.46,10.0,171.83,52.48
I001347,ORD-11600,P00022,1.0,32.2,0.0,32.2,1.64
I001348,ORD-11282,P00037,1.0,266.33,10.0,239.7,67.09
I001349,ORD-11421,P00016,8.0,162.73,5.0,1236.75,433.73
I001350,ORD-10655,P00039,4.0,9.15,0.0,36.6,6.03
I001351,ORD-11194,P00038,2.0,31.26,15.0,53.14,11.55
I001352,ORD-11403,P00037,5.0,186.71,15.0,793.52,222.06
I001353,ORD-11606,P00035,4.0,49.36,20.0,157.95,26.9
I001354,ORD-10601,P00006,3.0,68.02,15.0,173.45,35.36
I001355,ORD-10022,P00022,4.0,79.25,20.0,253.6,45.17
I001356,ORD-10249,P00036,1.0,43.25,5.0,41.09,11.68
I001357,ORD-11042,P00016,2.0,306.48,0.0,612.96,233.88
I001358,ORD-11893,P00030,2.0,52.22,15.0,88.77,21.45
I001359,ORD-11930,P00035,1.0,16.32,10.0,14.69,-4.47
I001360,ORD-11957,P00023,6.0,92.96,0.0,557.76,240.88
I001361,ORD-11351,P00008,7.0,63.72,20.0,356.83,84.2
I001362,ORD-11115,P00037,1.0,291.52,0.0,291.52,107.83
I001363,ORD-11122,P00025,3.0,62.51,20.0,150.02,43.31
I001364,ORD-11138,P00032,1.0,72.27,10.0,65.04,16.07
I001365,ORD-10308,P00032,1.0,62.62,10.0,56.36,10.63
I001366,ORD-10644,P00009,7.0,46.41,25.0,243.65,36.49
I001367,ORD-10805,P00034,4.0,27.85,5.0,105.83,31.22
I001368,ORD-10993,P00034,6.0,35.29,5.0,201.15,77.82
I001369,ORD-11056,P00002,2.0,148.04,5.0,281.28,108.85
I001370,ORD-11509,P00038,5.0,26.79,0.0,133.95,48.37
I001371,ORD-11689,P00025,2.0,27.73,10.0,49.91,10.48
I001372,ORD-11732,P00018,4.0,9.42,5.0,35.8,4.33
I001373,ORD-10604,P00001,1.0,119.38,0.0,119.38,43.99
I001374,ORD-11436,P00004,3.0,57.05,15.0,145.48,40.49
I001375,ORD-10802,P00021,8.0,14.06,15.0,95.61,21.58
I001376,ORD-11496,P00038,5.0,51.1,10.0,229.95,91.16
I001377,ORD-10611,P00017,1.0,26.45,15.0,22.48,3.17
I001378,ORD-11694,P00024,1.0,15.54,25.0,11.65,-2.05
I001379,ORD-10506,P00033,1.0,42.63,0.0,42.63,9.88
I001380,ORD-10509,P00005,1.0,302.08,10.0,271.87,84.45
I001381,ORD-11744,P00035,3.0,22.63,5.0,64.5,11.49
I001382,ORD-11876,P00033,2.0,60.59,0.0,121.18,40.48
I001383,ORD-10814,P00013,2.0,16.2,10.0,29.16,8.08
I001384,ORD-11350,P00001,1.0,230.1,5.0,218.59,84.74
I001385,ORD-11408,P00004,7.0,78.3,15.0,465.88,138.45
I001386,ORD-11839,P00009,3.0,46.46,20.0,111.5,19.14
I001387,ORD-10079,P00028,3.0,53.74,10.0,145.1,48.33
I001388,ORD-11001,P00011,1.0,3.03,20.0,2.42,-10.1
I001389,ORD-11801,P00018,1.0,15.32,0.0,15.32,-2.44
I001390,ORD-11897,P00036,1.0,47.45,20.0,37.96,3.14
I001391,ORD-11919,P00020,1.0,12.93,0.0,12.93,-1.83
I001392,ORD-10730,P00014,1.0,71.91,5.0,68.31,25.09
I001393,ORD-11412,P00002,1.0,167.77,0.0,167.77,65.43
I001394,ORD-10873,P00014,2.0,61.54,0.0,123.08,49.2
I001395,ORD-11472,P00002,1.0,146.2,5.0,138.89,50.59
I001396,ORD-11818,P00035,1.0,40.32,10.0,36.29,2.81
I001397,ORD-10035,P00001,6.0,228.0,15.0,1162.8,389.06
I001398,ORD-11120,P00001,9.0,107.1,0.0,963.9,409.0
I001399,ORD-10647,P00026,1.0,11.74,5.0,11.15,-1.29
I001400,ORD-11796,P00032,2.0,182.51,5.0,346.77,135.52
I001401,ORD-10657,P00029,7.0,59.14,15.0,351.88,100.66
I001402,ORD-11443,P00016,2.0,239.93,0.0,479.86,184.96
I001403,ORD-10481,P00004,2.0,48.49,10.0,87.28,21.08
I001404,ORD-11017,P00030,4.0,45.77,10.0,164.77,50.67
I001405,ORD-11755,P00020,6.0,14.68,15.0,74.87,19.89
I001406,ORD-10317,P00016,4.0,163.97,0.0,655.88,245.6
I001407,ORD-11275,P00012,3.0,55.66,5.0,158.63,58.41
I001408,ORD-11471,P00032,1.0,112.7,5.0,107.06,38.99
I001409,ORD-11595,P00004,4.0,71.02,15.0,241.47,77.82
I001410,ORD-11821,P00011,3.0,3.72,0.0,11.16,-3.11
I001411,ORD-10905,P00018,2.0,11.45,5.0,21.75,-0.4
I001412,ORD-11427,P00026,6.0,14.94,15.0,76.19,25.45
I001413,ORD-11511,P00004,1.0,52.34,5.0,49.72,13.09
I001414,ORD-11727,P00040,6.0,128.18,5.0,730.63,253.22
I001415,ORD-10519,P00003,1.0,7.4,0.0,7.4,-3.98
I001416,ORD-11845,P00018,1.0,12.48,10.0,11.23,0.09
I001417,ORD-11166,P00015,1.0,418.59,0.0,418.59,154.97
I001418,ORD-10619,P00019,2.0,28.19,5.0,53.56,10.23
I001419,ORD-11249,P00036,9.0,45.95,20.0,330.84,78.83
I001420,ORD-11308,P00010,1.0,48.23,0.0,48.23,17.9
I001421,ORD-10159,P00020,5.0,13.18,20.0,52.72,10.93
I001422,ORD-10247,P00034,1.0,17.18,0.0,17.18,1.44
I001423,ORD-10444,P00006,2.0,135.69,10.0,244.24,72.99
I001424,ORD-10136,P00027,1.0,34.17,5.0,32.46,6.68
I001425,ORD-10387,P00004,2.0,51.32,20.0,82.11,13.75
I001426,ORD-10751,P00012,9.0,64.33,5.0,550.02,237.92
I001427,ORD-11820,P00040,3.0,137.47,10.0,371.17,111.02
I001428,ORD-10538,P00028,1.0,61.85,0.0,61.85,19.77
I001429,ORD-11584,P00019,4.0,67.37,10.0,242.53,78.51
I001430,ORD-11281,P00004,3.0,81.59,5.0,232.53,90.6
I001431,ORD-10348,P00035,3.0,48.66,5.0,138.68,39.59
I001432,ORD-10585,P00031,7.0,29.97,5.0,199.3,78.84
I001433,ORD-10889,P00029,1.0,29.02,5.0,27.57,-0.26
I001434,ORD-10987,P00022,2.0,78.8,5.0,149.72,43.97
I001435,ORD-11487,P00004,2.0,67.91,0.0,135.82,52.14
I001436,ORD-11238,P00007,3.0,17.48,10.0,47.2,15.69
I001437,ORD-10894,P00010,2.0,55.31,10.0,99.56,33.63
I001438,ORD-11005,P00030,5.0,25.46,5.0,120.94,34.56
I001439,ORD-11310,P00024,4.0,19.04,5.0,72.35,24.2
I001440,ORD-11862,P00035,2.0,29.19,20.0,46.7,-0.04
I001441,ORD-11221,P00023,2.0,136.48,15.0,232.02,66.47
I001442,ORD-11757,P00018,2.0,20.22,25.0,30.33,1.44
I001443,ORD-11860,P00030,2.0,48.96,5.0,93.02,30.06
I001444,ORD-10337,P00028,1.0,47.73,5.0,45.34,15.54
I001445,ORD-11695,P00015,1.0,268.81,20.0,215.05,43.39
I001446,ORD-10774,P00029,9.0,50.88,10.0,412.13,142.93
I001447,ORD-11193,P00029,4.0,43.48,10.0,156.53,51.41
I001448,ORD-10331,P00009,5.0,45.17,0.0,225.85,73.9
I001449,ORD-10704,P00001,1.0,77.8,15.0,66.13,14.08
I001450,ORD-11754,P00024,11.0,14.79,25.0,122.02,25.7
I001451,ORD-10976,P00021,6.0,17.83,5.0,101.63,32.09
I001452,ORD-10087,P00005,8.0,222.57,0.0,1780.56,701.93
I001453,ORD-11637,P00036,3.0,42.99,0.0,128.97,51.15
I001454,ORD-11935,P00024,14.0,11.48,0.0,160.72,48.57
I001455,ORD-10541,P00029,3.0,25.43,5.0,72.48,19.18
I001456,ORD-11429,P00035,2.0,34.92,0.0,69.84,16.02
I001457,ORD-11614,P00010,3.0,24.3,5.0,69.25,22.03
I001458,ORD-11856,P00007,2.0,13.42,5.0,25.5,1.04
I001459,ORD-10255,P00030,2.0,42.23,10.0,76.01,20.04
I001460,ORD-10906,P00030,4.0,53.71,10.0,193.36,61.44
I001461,ORD-11368,P00029,7.0,23.09,0.0,161.63,51.89
I001462,ORD-10300,P00002,4.0,164.84,5.0,626.39,252.39
I001463,ORD-10803,P00001,1.0,219.67,0.0,219.67,91.14
I001464,ORD-10264,P00021,4.0,16.1,25.0,48.3,6.24
I001465,ORD-10615,P00012,1.0,90.62,15.0,77.03,24.24
I001466,ORD-11666,P00026,2.0,9.78,15.0,16.63,-2.25
I001467,ORD-10778,P00005,6.0,154.97,10.0,836.84,265.01
I001468,ORD-11647,P00007,2.0,20.57,5.0,39.08,7.94
I001469,ORD-11591,P00001,1.0,116.2,0.0,116.2,44.7
I001470,ORD-11057,P00008,5.0,27.29,10.0,122.8,27.51
I001471,ORD-11127,P00040,4.0,128.7,0.0,514.8,195.65
I001472,ORD-11410,P00023,3.0,93.28,10.0,251.86,79.95
I001473,ORD-10123,P00006,1.0,193.39,10.0,174.05,45.96
I001474,ORD-11126,P00034,11.0,31.57,5.0,329.91,131.63
I001475,ORD-11157,P00033,9.0,33.73,15.0,258.03,61.93
I001476,ORD-11219,P00018,1.0,14.71,10.0,13.24,-5.07
I001477,ORD-11438,P00032,1.0,115.93,5.0,110.13,37.08
I001478,ORD-11493,P00010,1.0,39.65,0.0,39.65,8.81
I001479,ORD-10684,P00026,1.0,13.25,5.0,12.59,0.94
I001480,ORD-11089,P00021,3.0,9.38,5.0,26.73,5.12
I001481,ORD-11190,P00019,4.0,55.11,10.0,198.4,63.32
I001482,ORD-11312,P00032,3.0,60.01,10.0,162.03,51.77
I001483,ORD-11485,P00024,2.0,19.7,10.0,35.46,7.34
I001484,ORD-10148,P00039,1.0,8.77,20.0,7.02,-8.07
I001485,ORD-10679,P00008,2.0,44.96,0.0,89.92,28.98
I001486,ORD-11027,P00021,4.0,19.2,10.0,69.12,21.65
I001487,ORD-10990,P00015,2.0,165.71,0.0,331.42,120.15
I001488,ORD-11848,P00032,1.0,155.22,15.0,131.94,39.75
I001489,ORD-10080,P00001,2.0,238.98,5.0,454.06,178.79
I001490,ORD-10187,P00021,1.0,14.87,15.0,12.64,-6.98
I001491,ORD-10198,P00003,2.0,12.81,0.0,25.62,-0.17
I001492,ORD-11003,P00003,2.0,14.06,15.0,23.9,0.49
I001493,ORD-11524,P00011,1.0,9.33,0.0,9.33,-0.92
I001494,ORD-11540,P00014,10.0,147.28,0.0,1472.8,709.01
I001495,ORD-11554,P00012,2.0,32.49,5.0,61.73,17.99
I001496,ORD-11278,P00006,4.0,67.49,10.0,242.96,69.27
I001497,ORD-11829,P00016,7.0,294.09,0.0,2058.63,808.35
I001498,ORD-10966,P00036,5.0,61.12,20.0,244.48,54.39
I001499,ORD-11078,P00029,4.0,46.7,0.0,186.8,67.01
I001500,ORD-11656,P00030,4.0,25.36,20.0,81.15,10.96
I001501,ORD-10634,P00009,13.0,84.96,15.0,938.81,244.05
I001502,ORD-11841,P00003,1.0,15.62,0.0,15.62,1.99
I001503,ORD-10172,P00032,3.0,155.55,0.0,466.65,200.48
I001504,ORD-10626,P00031,2.0,10.67,15.0,18.14,-5.55
I001505,ORD-11577,P00040,3.0,138.55,0.0,415.65,157.24
I001506,ORD-10027,P00004,2.0,76.94,10.0,138.49,40.92
I001507,ORD-11416,P00036,10.0,31.3,10.0,281.7,93.19
I001508,ORD-11879,P00005,2.0,320.6,0.0,641.2,244.38
I001509,ORD-10854,P00002,1.0,172.2,0.0,172.2,65.11
I001510,ORD-10244,P00037,2.0,163.76,15.0,278.39,70.73
I001511,ORD-10756,P00008,2.0,36.57,15.0,62.17,13.41
I001512,ORD-10289,P00030,7.0,19.93,10.0,125.56,28.08
I001513,ORD-10982,P00024,1.0,9.5,10.0,8.55,-4.03
I001514,ORD-11772,P00024,8.0,17.87,20.0,114.37,31.27
I001515,ORD-10371,P00024,3.0,11.65,15.0,29.71,2.18
I001516,ORD-10856,P00032,1.0,136.78,10.0,123.1,40.78
I001517,ORD-10191,P00028,9.0,25.8,0.0,232.2,98.99
I001518,ORD-11469,P00012,8.0,34.0,30.0,190.4,39.22
I001519,ORD-11952,P00040,2.0,155.18,25.0,232.77,37.99
I001520,ORD-11041,P00033,2.0,59.73,5.0,113.49,31.34
I001521,ORD-11317,P00005,5.0,217.51,15.0,924.42,255.08
I001522,ORD-11405,P00033,2.0,60.6,10.0,109.08,25.84
I001523,ORD-11819,P00005,5.0,166.65,5.0,791.59,277.65
I001524,ORD-10293,P00013,6.0,12.86,15.0,65.59,14.6
I001525,ORD-10485,P00002,5.0,53.7,5.0,255.07,88.18
I001526,ORD-10490,P00005,1.0,129.14,0.0,129.14,39.46
I001527,ORD-11756,P00019,1.0,31.62,5.0,30.04,5.35
I001528,ORD-10135,P00029,8.0,56.61,10.0,407.59,146.47
I001529,ORD-10698,P00001,1.0,82.26,10.0,74.03,17.65
I001530,ORD-10911,P00038,1.0,29.71,0.0,29.71,3.13
I001531,ORD-11206,P00023,4.0,144.04,15.0,489.74,163.5
I001532,ORD-11578,P00034,11.0,46.45,5.0,485.4,219.03
I001533,ORD-11677,P00037,1.0,215.75,5.0,204.96,64.93
I001534,ORD-10081,P00021,4.0,18.4,15.0,62.56,13.51
I001535,ORD-10618,P00037,4.0,250.2,5.0,950.76,336.58
I001536,ORD-11389,P00021,7.0,17.16,0.0,120.12,47.39
I001537,ORD-11495,P00013,3.0,18.94,5.0,53.98,13.95
I001538,ORD-11913,P00032,2.0,45.23,10.0,81.41,18.79
I001539,ORD-10002,P00030,7.0,26.13,15.0,155.47,40.13
I001540,ORD-10324,P00012,3.0,37.7,10.0,101.79,38.51
I001541,ORD-10849,P00017,2.0,26.13,0.0,52.26,11.3
I001542,ORD-10039,P00009,1.0,125.15,20.0,100.12,16.38
I001543,ORD-10158,P00037,8.0,184.19,5.0,1399.84,503.45
I001544,ORD-10267,P00018,3.0,11.95,5.0,34.06,6.72
I001545,ORD-11873,P00018,1.0,6.93,10.0,6.24,-9.17
I001546,ORD-10692,P00007,1.0,10.73,5.0,10.19,-1.47
I001547,ORD-11014,P00010,2.0,51.67,10.0,93.01,33.89
I001548,ORD-11563,P00036,1.0,38.97,0.0,38.97,8.99
I001549,ORD-10764,P00003,2.0,8.5,0.0,17.0,-3.86
I001550,ORD-11386,P00014,1.0,79.18,15.0,67.3,21.13
I001551,ORD-11397,P00017,4.0,40.98,10.0,147.53,49.18
I001552,ORD-11538,P00038,2.0,43.41,0.0,86.82,34.7
I001553,ORD-11978,P00019,1.0,38.1,5.0,36.2,4.12
I001554,ORD-11989,P00027,4.0,14.92,5.0,56.7,11.72
I001555,ORD-11459,P00006,2.0,122.78,15.0,208.73,45.7
I001556,ORD-10789,P00005,8.0,323.26,10.0,2327.47,760.05
I001557,ORD-11076,P00024,9.0,18.45,15.0,141.14,35.02
I001558,ORD-11611,P00039,2.0,5.41,10.0,9.74,-6.24
I001559,ORD-10470,P00008,2.0,45.5,5.0,86.45,27.08
I001560,ORD-11729,P00001,6.0,105.75,0.0,634.5,266.46
I001561,ORD-11916,P00022,2.0,39.94,5.0,75.89,12.53
I001562,ORD-10328,P00024,4.0,10.58,15.0,35.97,6.62
I001563,ORD-10583,P00031,1.0,17.94,10.0,16.15,0.02
I001564,ORD-10482,P00003,3.0,6.54,0.0,19.62,3.04
I001565,ORD-10685,P00021,3.0,12.72,25.0,28.62,-5.38
I001566,ORD-10946,P00027,1.0,47.58,10.0,42.82,13.26
I001567,ORD-11954,P00026,2.0,12.85,0.0,25.7,0.75
I001568,ORD-10492,P00026,5.0,6.01,15.0,25.54,4.09
I001569,ORD-10851,P00016,5.0,243.91,5.0,1158.57,409.15
I001570,ORD-11521,P00020,7.0,7.22,10.0,45.49,-2.04
I001571,ORD-11571,P00033,1.0,46.37,0.0,46.37,5.86
I001572,ORD-11528,P00006,2.0,133.23,5.0,253.14,86.93
I001573,ORD-10122,P00036,1.0,37.58,20.0,30.06,1.18
I001574,ORD-10612,P00037,5.0,175.88,5.0,835.43,294.47
I001575,ORD-10163,P00007,9.0,24.53,15.0,187.65,60.66
I001576,ORD-10406,P00018,3.0,10.15,15.0,25.88,-3.88
I001577,ORD-10507,P00035,1.0,33.54,0.0,33.54,5.45
I001578,ORD-11235,P00005,4.0,213.39,5.0,810.88,280.23
I001579,ORD-10194,P00040,5.0,114.98,20.0,459.92,106.85
I001580,ORD-10206,P00010,6.0,28.43,5.0,162.05,59.82
I001581,ORD-10209,P00026,3.0,5.01,0.0,15.03,-3.59
I001582,ORD-10762,P00018,1.0,9.93,5.0,9.43,-0.83
I001583,ORD-10390,P00034,3.0,41.25,5.0,117.56,46.78
I001584,ORD-10534,P00023,5.0,115.16,5.0,547.01,213.69
I001585,ORD-11645,P00035,9.0,54.27,5.0,464.01,149.04
