event_id,event_date,customer_id,event_type,source
E001510B,2025-04-27,C01502,purchase,Email
E001511A,2025-04-27,C01503,page_view,Direct
E001511B,2025-04-27,C01503,purchase,Direct
E001512A,2025-04-28,C01504,page_view,Organic Search
E001512B,2025-04-28,C01504,purchase,Organic Search
E001513A,2025-04-28,C01505,page_view,Paid Social
E001513B,2025-04-28,C01505,purchase,Paid Social
E001514A,2025-04-28,C01506,page_view,Email
E001514B,2025-04-28,C01506,purchase,Email
E001515A,2025-04-30,C01507,page_view,Direct
E001515B,2025-04-30,C01507,purchase,Direct
E001516A,2025-04-30,C01508,page_view,Organic Search
E001516B,2025-04-30,C01508,purchase,Organic Search
E001517A,2025-05-01,C01509,page_view,Paid Social
E001517B,2025-05-01,C01509,purchase,Paid Social
E001518A,2025-05-01,C01510,page_view,Email
E001518B,2025-05-01,C01510,purchase,Email
E001519A,2025-05-01,C01511,page_view,Direct
E001519B,2025-05-01,C01511,purchase,Direct
E001520A,2025-05-02,C01512,page_view,Organic Search
E001520B,2025-05-02,C01512,purchase,Organic Search
E001521A,2025-05-02,C01513,page_view,Paid Social
E001521B,2025-05-02,C01513,purchase,Paid Social
E001522A,2025-05-03,C01514,page_view,Email
E001522B,2025-05-03,C01514,purchase,Email
E001523A,2025-05-03,C01515,page_view,Direct
E001523B,2025-05-03,C01515,purchase,Direct
E001524A,2025-05-04,C01516,page_view,Organic Search
E001524B,2025-05-04,C01516,purchase,Organic Search
E001525A,2025-05-04,C01517,page_view,Paid Social
E001525B,2025-05-04,C01517,purchase,Paid Social
E001526A,2025-05-04,C01518,page_view,Email
E001526B,2025-05-04,C01518,purchase,Email
E001527A,2025-05-04,C01519,page_view,Direct
E001527B,2025-05-04,C01519,purchase,Direct
E001528A,2025-05-06,C01520,page_view,Organic Search
E001528B,2025-05-06,C01520,purchase,Organic Search
E001529A,2025-05-06,C01521,page_view,Paid Social
E001529B,2025-05-06,C01521,purchase,Paid Social
E001530A,2025-05-06,C01522,page_view,Email
E001530B,2025-05-06,C01522,purchase,Email
E001531A,2025-05-06,C01523,page_view,Direct
E001531B,2025-05-06,C01523,purchase,Direct
E001532A,2025-05-07,C01524,page_view,Organic Search
E001532B,2025-05-07,C01524,purchase,Organic Search
E001533A,2025-05-07,C01525,page_view,Paid Social
E001533B,2025-05-07,C01525,purchase,Paid Social
E001534A,2025-05-08,C01526,page_view,Email
E001534B,2025-05-08,C01526,purchase,Email
E001535A,2025-05-08,C01527,page_view,Direct
E001535B,2025-05-08,C01527,purchase,Direct
E001536A,2025-05-08,C01528,page_view,Organic Search
E001536B,2025-05-08,C01528,purchase,Organic Search
E001537A,2025-05-08,C01529,page_view,Paid Social
E001537B,2025-05-08,C01529,purchase,Paid Social
E001538A,2025-05-08,C01530,page_view,Email
E001538B,2025-05-08,C01530,purchase,Email
E001539A,2025-05-09,C01531,page_view,Direct
E001539B,2025-05-09,C01531,purchase,Direct
E001540A,2025-05-09,C01532,page_view,Organic Search
E001540B,2025-05-09,C01532,purchase,Organic Search
E001541A,2025-05-09,C01533,page_view,Paid Social
E001541B,2025-05-09,C01533,purchase,Paid Social
E001542A,2025-05-10,C01534,page_view,Email
E001542B,2025-05-10,C01534,purchase,Email
E001543A,2025-05-10,C01535,page_view,Direct
E001543B,2025-05-10,C01535,purchase,Direct
E001544A,2025-05-11,C01536,page_view,Organic Search
E001544B,2025-05-11,C01536,purchase,Organic Search
E001545A,2025-05-11,C01537,page_view,Paid Social
E001545B,2025-05-11,C01537,purchase,Paid Social
E001546A,2025-05-12,C01538,page_view,Email
E001546B,2025-05-12,C01538,purchase,Email
E001547A,2025-05-12,C01539,page_view,Direct
E001547B,2025-05-12,C01539,purchase,Direct
E001548A,2025-05-12,C01540,page_view,Organic Search
E001548B,2025-05-12,C01540,purchase,Organic Search
E001549A,2025-05-13,C01541,page_view,Paid Social
E001549B,2025-05-13,C01541,purchase,Paid Social
E001550A,2025-05-13,C01542,page_view,Email
E001550B,2025-05-13,C01542,purchase,Email
E001551A,2025-05-13,C01543,page_view,Direct
E001551B,2025-05-13,C01543,purchase,Direct
E001552A,2025-05-13,C01544,page_view,Organic Search
E001552B,2025-05-13,C01544,purchase,Organic Search
E001553A,2025-05-13,C01545,page_view,Paid Social
E001553B,2025-05-13,C01545,purchase,Paid Social
E001554A,2025-05-13,C01546,page_view,Email
E001554B,2025-05-13,C01546,purchase,Email
E001555A,2025-05-14,C01547,page_view,Direct
E001555B,2025-05-14,C01547,purchase,Direct
E001556A,2025-05-15,C01548,page_view,Organic Search
E001556B,2025-05-15,C01548,purchase,Organic Search
E001557A,2025-05-15,C01549,page_view,Paid Social
E001557B,2025-05-15,C01549,purchase,Paid Social
E001558A,2025-05-15,C01550,page_view,Email
E001558B,2025-05-15,C01550,purchase,Email
E001559A,2025-05-16,C01551,page_view,Direct
E001559B,2025-05-16,C01551,purchase,Direct
E001560A,2025-05-16,C01552,page_view,Organic Search
E001560B,2025-05-16,C01552,purchase,Organic Search
E001561A,2025-05-16,C01553,page_view,Paid Social
E001561B,2025-05-16,C01553,purchase,Paid Social
E001562A,2025-05-17,C01554,page_view,Email
E001562B,2025-05-17,C01554,purchase,Email
E001563A,2025-05-17,C01555,page_view,Direct
E001563B,2025-05-17,C01555,purchase,Direct
E001564A,2025-05-18,C01556,page_view,Organic Search
E001564B,2025-05-18,C01556,purchase,Organic Search
E001565A,2025-05-18,C01557,page_view,Paid Social
E001565B,2025-05-18,C01557,purchase,Paid Social
E001566A,2025-05-18,C01558,page_view,Email
E001566B,2025-05-18,C01558,purchase,Email
E001567A,2025-05-18,C01559,page_view,Direct
E001567B,2025-05-18,C01559,purchase,Direct
E001568A,2025-05-20,C01560,page_view,Organic Search
E001568B,2025-05-20,C01560,purchase,Organic Search
E001569A,2025-05-20,C01561,page_view,Paid Social
E001569B,2025-05-20,C01561,purchase,Paid Social
E001570A,2025-05-20,C01562,page_view,Email
E001570B,2025-05-20,C01562,purchase,Email
E001571A,2025-05-20,C01563,page_view,Direct
E001571B,2025-05-20,C01563,purchase,Direct
E001572A,2025-05-21,C01564,page_view,Organic Search
E001572B,2025-05-21,C01564,purchase,Organic Search
E001573A,2025-05-22,C01565,page_view,Paid Social
E001573B,2025-05-22,C01565,purchase,Paid Social
E001574A,2025-05-22,C01566,page_view,Email
E001574B,2025-05-22,C01566,purchase,Email
E001575A,2025-05-24,C01567,page_view,Direct
E001575B,2025-05-24,C01567,purchase,Direct
E001576A,2025-05-24,C01568,page_view,Organic Search
E001576B,2025-05-24,C01568,purchase,Organic Search
E001577A,2025-05-26,C01569,page_view,Paid Social
E001577B,2025-05-26,C01569,purchase,Paid Social
E001578A,2025-05-27,C01570,page_view,Email
E001578B,2025-05-27,C01570,purchase,Email
E001579A,2025-05-29,C01571,page_view,Direct
E001579B,2025-05-29,C01571,purchase,Direct
E001580A,2025-05-29,C01572,page_view,Organic Search
E001580B,2025-05-29,C01572,purchase,Organic Search
E001581A,2025-05-29,C01573,page_view,Paid Social
E001581B,2025-05-29,C01573,purchase,Paid Social
E001582A,2025-05-29,C01574,page_view,Email
E001582B,2025-05-29,C01574,purchase,Email
E001583A,2025-05-30,C01575,page_view,Direct
E001583B,2025-05-30,C01575,purchase,Direct
E001584A,2025-05-30,C01576,page_view,Organic Search
E001584B,2025-05-30,C01576,purchase,Organic Search
E001585A,2025-05-30,C01577,page_view,Paid Social
E001585B,2025-05-30,C01577,purchase,Paid Social
E001586A,2025-05-31,C01578,page_view,Email
E001586B,2025-05-31,C01578,purchase,Email
E001587A,2025-05-31,C01579,page_view,Direct
E001587B,2025-05-31,C01579,purchase,Direct
E001588A,2025-06-01,C01580,page_view,Organic Search
E001588B,2025-06-01,C01580,purchase,Organic Search
E001589A,2025-06-01,C01581,page_view,Paid Social
E001589B,2025-06-01,C01581,purchase,Paid Social
E001590A,2025-06-01,C01582,page_view,Email
E001590B,2025-06-01,C01582,purchase,Email
E001591A,2025-06-02,C01583,page_view,Direct
E001591B,2025-06-02,C01583,purchase,Direct
E001592A,2025-06-03,C01584,page_view,Organic Search
E001592B,2025-06-03,C01584,purchase,Organic Search
E001593A,2025-06-03,C01585,page_view,Paid Social
E001593B,2025-06-03,C01585,purchase,Paid Social
E001594A,2025-06-03,C01586,page_view,Email
E001594B,2025-06-03,C01586,purchase,Email
E001595A,2025-06-03,C01587,page_view,Direct
E001595B,2025-06-03,C01587,purchase,Direct
E001596A,2025-06-04,C01588,page_view,Organic Search
E001596B,2025-06-04,C01588,purchase,Organic Search
E001597A,2025-06-04,C01589,page_view,Paid Social
E001597B,2025-06-04,C01589,purchase,Paid Social
E001598A,2025-06-05,C01590,page_view,Email
E001598B,2025-06-05,C01590,purchase,Email
E001599A,2025-06-05,C01591,page_view,Direct
E001599B,2025-06-05,C01591,purchase,Direct
E001600A,2025-06-06,C01592,page_view,Organic Search
E001600B,2025-06-06,C01592,purchase,Organic Search
E001601A,2025-06-06,C01593,page_view,Paid Social
E001601B,2025-06-06,C01593,purchase,Paid Social
E001602A,2025-06-07,C01594,page_view,Email
E001602B,2025-06-07,C01594,purchase,Email
E001603A,2025-06-07,C01595,page_view,Direct
E001603B,2025-06-07,C01595,purchase,Direct
E001604A,2025-06-07,C01596,page_view,Organic Search
E001604B,2025-06-07,C01596,purchase,Organic Search
E001605A,2025-06-07,C01597,page_view,Paid Social
E001605B,2025-06-07,C01597,purchase,Paid Social
E001606A,2025-06-08,C01598,page_view,Email
E001606B,2025-06-08,C01598,purchase,Email
E001607A,2025-06-08,C01599,page_view,Direct
E001607B,2025-06-08,C01599,purchase,Direct
E001608A,2025-06-10,C01600,page_view,Organic Search
E001608B,2025-06-10,C01600,purchase,Organic Search
E001609A,2025-06-10,C01601,page_view,Paid Social
E001609B,2025-06-10,C01601,purchase,Paid Social
E001610A,2025-06-10,C01602,page_view,Email
E001610B,2025-06-10,C01602,purchase,Email
E001611A,2025-06-11,C01603,page_view,Direct
E001611B,2025-06-11,C01603,purchase,Direct
E001612A,2025-06-12,C01604,page_view,Organic Search
E001612B,2025-06-12,C01604,purchase,Organic Search
E001613A,2025-06-14,C01605,page_view,Paid Social
E001613B,2025-06-14,C01605,purchase,Paid Social
E001614A,2025-06-14,C01606,page_view,Email
E001614B,2025-06-14,C01606,purchase,Email
E001615A,2025-06-14,C01607,page_view,Direct
E001615B,2025-06-14,C01607,purchase,Direct
E001616A,2025-06-16,C01608,page_view,Organic Search
E001616B,2025-06-16,C01608,purchase,Organic Search
E001617A,2025-06-16,C01609,page_view,Paid Social
E001617B,2025-06-16,C01609,purchase,Paid Social
E001618A,2025-06-17,C01610,page_view,Email
E001618B,2025-06-17,C01610,purchase,Email
E001619A,2025-06-18,C01611,page_view,Direct
E001619B,2025-06-18,C01611,purchase,Direct
E001620A,2025-06-18,C01612,page_view,Organic Search
E001620B,2025-06-18,C01612,purchase,Organic Search
E001621A,2025-06-18,C01613,page_view,Paid Social
E001621B,2025-06-18,C01613,purchase,Paid Social
E001622A,2025-06-18,C01614,page_view,Email
E001622B,2025-06-18,C01614,purchase,Email
E001623A,2025-06-19,C01615,page_view,Direct
E001623B,2025-06-19,C01615,purchase,Direct
E001624A,2025-06-20,C01616,page_view,Organic Search
E001624B,2025-06-20,C01616,purchase,Organic Search
E001625A,2025-06-20,C01617,page_view,Paid Social
E001625B,2025-06-20,C01617,purchase,Paid Social
E001626A,2025-06-20,C01618,page_view,Email
E001626B,2025-06-20,C01618,purchase,Email
E001627A,2025-06-21,C01619,page_view,Direct
E001627B,2025-06-21,C01619,purchase,Direct
E001628A,2025-06-22,C01620,page_view,Organic Search
E001628B,2025-06-22,C01620,purchase,Organic Search
E001629A,2025-06-22,C01621,page_view,Paid Social
E001629B,2025-06-22,C01621,purchase,Paid Social
E001630A,2025-06-22,C01622,page_view,Email
E001630B,2025-06-22,C01622,purchase,Email
E001631A,2025-06-23,C01623,page_view,Direct
E001631B,2025-06-23,C01623,purchase,Direct
E001632A,2025-06-23,C01624,page_view,Organic Search
E001632B,2025-06-23,C01624,purchase,Organic Search
E001633A,2025-06-23,C01625,page_view,Paid Social
E001633B,2025-06-23,C01625,purchase,Paid Social
E001634A,2025-06-24,C01626,page_view,Email
E001634B,2025-06-24,C01626,purchase,Email
E001635A,2025-06-24,C01627,page_view,Direct
E001635B,2025-06-24,C01627,purchase,Direct
E001636A,2025-06-24,C01628,page_view,Organic Search
E001636B,2025-06-24,C01628,purchase,Organic Search
E001637A,2025-06-24,C01629,page_view,Paid Social
E001637B,2025-06-24,C01629,purchase,Paid Social
E001638A,2025-06-24,C01630,page_view,Email
E001638B,2025-06-24,C01630,purchase,Email
E001639A,2025-06-25,C01631,page_view,Direct
E001639B,2025-06-25,C01631,purchase,Direct
E001640A,2025-06-25,C01632,page_view,Organic Search
E001640B,2025-06-25,C01632,purchase,Organic Search
E001641A,2025-06-25,C01633,page_view,Paid Social
E001641B,2025-06-25,C01633,purchase,Paid Social
E001642A,2025-06-25,C01634,page_view,Email
E001642B,2025-06-25,C01634,purchase,Email
E001643A,2025-06-25,C01635,page_view,Direct
E001643B,2025-06-25,C01635,purchase,Direct
E001644A,2025-06-25,C01636,page_view,Organic Search
E001644B,2025-06-25,C01636,purchase,Organic Search
E001645A,2025-06-27,C01637,page_view,Paid Social
E001645B,2025-06-27,C01637,purchase,Paid Social
E001646A,2025-06-27,C00805,page_view,Email
E001646B,2025-06-27,C00805,purchase,Email
E001647A,2025-06-27,C01638,page_view,Direct
E001647B,2025-06-27,C01638,purchase,Direct
E001648A,2025-06-28,C01639,page_view,Organic Search
E001648B,2025-06-28,C01639,purchase,Organic Search
E001649A,2025-06-28,C01640,page_view,Paid Social
E001649B,2025-06-28,C01640,purchase,Paid Social
E001650A,2025-06-30,C01641,page_view,Email
E001650B,2025-06-30,C01641,purchase,Email
E001651A,2025-06-30,C01642,page_view,Direct
E001651B,2025-06-30,C01642,purchase,Direct
E001652A,2025-07-02,C01643,page_view,Organic Search
E001652B,2025-07-02,C01643,purchase,Organic Search
E001653A,2025-07-03,C01644,page_view,Paid Social
E001653B,2025-07-03,C01644,purchase,Paid Social
E001654A,2025-07-03,C01645,page_view,Email
E001654B,2025-07-03,C01645,purchase,Email
E001655A,2025-07-03,C01646,page_view,Direct
E001655B,2025-07-03,C01646,purchase,Direct
E001656A,2025-07-04,C01647,page_view,Organic Search
E001656B,2025-07-04,C01647,purchase,Organic Search
E001657A,2025-07-06,C01648,page_view,Paid Social
E001657B,2025-07-06,C01648,purchase,Paid Social
E001658A,2025-07-06,C01649,page_view,Email
E001658B,2025-07-06,C01649,purchase,Email
E001659A,2025-07-06,C01650,page_view,Direct
E001659B,2025-07-06,C01650,purchase,Direct
E001660A,2025-07-06,C01651,page_view,Organic Search
E001660B,2025-07-06,C01651,purchase,Organic Search
E001661A,2025-07-07,C01652,page_view,Paid Social
E001661B,2025-07-07,C01652,purchase,Paid Social
E001662A,2025-07-07,C01653,page_view,Email
E001662B,2025-07-07,C01653,purchase,Email
E001663A,2025-07-08,C01654,page_view,Direct
E001663B,2025-07-08,C01654,purchase,Direct
E001664A,2025-07-08,C01655,page_view,Organic Search
E001664B,2025-07-08,C01655,purchase,Organic Search
E001665A,2025-07-10,C01656,page_view,Paid Social
E001665B,2025-07-10,C01656,purchase,Paid Social
E001666A,2025-07-12,C01657,page_view,Email
E001666B,2025-07-12,C01657,purchase,Email
E001667A,2025-07-13,C01658,page_view,Direct
E001667B,2025-07-13,C01658,purchase,Direct
E001668A,2025-07-13,C01659,page_view,Organic Search
E001668B,2025-07-13,C01659,purchase,Organic Search
E001669A,2025-07-13,C01660,page_view,Paid Social
E001669B,2025-07-13,C01660,purchase,Paid Social
E001670A,2025-07-13,C01661,page_view,Email
E001670B,2025-07-13,C01661,purchase,Email
E001671A,2025-07-14,C01662,page_view,Direct
E001671B,2025-07-14,C01662,purchase,Direct
E001672A,2025-07-14,C01663,page_view,Organic Search
E001672B,2025-07-14,C01663,purchase,Organic Search
E001673A,2025-07-15,C01664,page_view,Paid Social
E001673B,2025-07-15,C01664,purchase,Paid Social
E001674A,2025-07-15,C01665,page_view,Email
E001674B,2025-07-15,C01665,purchase,Email
E001675A,2025-07-15,C01666,page_view,Direct
E001675B,2025-07-15,C01666,purchase,Direct
E001676A,2025-07-15,C01667,page_view,Organic Search
E001676B,2025-07-15,C01667,purchase,Organic Search
E001677A,2025-07-16,C01668,page_view,Paid Social
E001677B,2025-07-16,C01668,purchase,Paid Social
E001678A,2025-07-16,C01669,page_view,Email
E001678B,2025-07-16,C01669,purchase,Email
E001679A,2025-07-16,C01670,page_view,Direct
E001679B,2025-07-16,C01670,purchase,Direct
E001680A,2025-07-17,C01671,page_view,Organic Search
E001680B,2025-07-17,C01671,purchase,Organic Search
E001681A,2025-07-17,C01672,page_view,Paid Social
E001681B,2025-07-17,C01672,purchase,Paid Social
E001682A,2025-07-18,C01673,page_view,Email
E001682B,2025-07-18,C01673,purchase,Email
E001683A,2025-07-18,C01674,page_view,Direct
E001683B,2025-07-18,C01674,purchase,Direct
E001684A,2025-07-19,C01675,page_view,Organic Search
E001684B,2025-07-19,C01675,purchase,Organic Search
E001685A,2025-07-19,C01676,page_view,Paid Social
E001685B,2025-07-19,C01676,purchase,Paid Social
E001686A,2025-07-19,C01677,page_view,Email
E001686B,2025-07-19,C01677,purchase,Email
E001687A,2025-07-19,C01678,page_view,Direct
E001687B,2025-07-19,C01678,purchase,Direct
E001688A,2025-07-20,C01679,page_view,Organic Search
E001688B,2025-07-20,C01679,purchase,Organic Search
E001689A,2025-07-20,C01680,page_view,Paid Social
E001689B,2025-07-20,C01680,purchase,Paid Social
E001690A,2025-07-20,C01681,page_view,Email
E001690B,2025-07-20,C01681,purchase,Email
E001691A,2025-07-20,C01682,page_view,Direct
E001691B,2025-07-20,C01682,purchase,Direct
E001692A,2025-07-21,C01683,page_view,Organic Search
E001692B,2025-07-21,C01683,purchase,Organic Search
E001693A,2025-07-23,C01684,page_view,Paid Social
E001693B,2025-07-23,C01684,purchase,Paid Social
E001694A,2025-07-23,C01685,page_view,Email
E001694B,2025-07-23,C01685,purchase,Email
E001695A,2025-07-23,C01686,page_view,Direct
E001695B,2025-07-23,C01686,purchase,Direct
E001696A,2025-07-24,C01687,page_view,Organic Search
E001696B,2025-07-24,C01687,purchase,Organic Search
E001697A,2025-07-24,C01688,page_view,Paid Social
E001697B,2025-07-24,C01688,purchase,Paid Social
E001698A,2025-07-24,C01689,page_view,Email
E001698B,2025-07-24,C01689,purchase,Email
E001699A,2025-07-25,C01690,page_view,Direct
E001699B,2025-07-25,C01690,purchase,Direct
E001700A,2025-07-25,C01691,page_view,Organic Search
E001700B,2025-07-25,C01691,purchase,Organic Search
E001701A,2025-07-26,C01692,page_view,Paid Social
E001701B,2025-07-26,C01692,purchase,Paid Social
E001702A,2025-07-26,C01693,page_view,Email
E001702B,2025-07-26,C01693,purchase,Email
E001703A,2025-07-26,C01694,page_view,Direct
E001703B,2025-07-26,C01694,purchase,Direct
E001704A,2025-07-26,C01695,page_view,Organic Search
E001704B,2025-07-26,C01695,purchase,Organic Search
E001705A,2025-07-26,C01696,page_view,Paid Social
E001705B,2025-07-26,C01696,purchase,Paid Social
E001706A,2025-07-27,C01697,page_view,Email
E001706B,2025-07-27,C01697,purchase,Email
E001707A,2025-07-27,C01698,page_view,Direct
E001707B,2025-07-27,C01698,purchase,Direct
E001708A,2025-07-28,C01699,page_view,Organic Search
E001708B,2025-07-28,C01699,purchase,Organic Search
E001709A,2025-07-29,C01700,page_view,Paid Social
E001709B,2025-07-29,C01700,purchase,Paid Social
E001710A,2025-07-29,C01701,page_view,Email
E001710B,2025-07-29,C01701,purchase,Email
E001711A,2025-07-31,C01702,page_view,Direct
E001711B,2025-07-31,C01702,purchase,Direct
E001712A,2025-07-31,C01703,page_view,Organic Search
E001712B,2025-07-31,C01703,purchase,Organic Search
E001713A,2025-08-01,C01704,page_view,Paid Social
E001713B,2025-08-01,C01704,purchase,Paid Social
E001714A,2025-08-01,C01705,page_view,Email
E001714B,2025-08-01,C01705,purchase,Email
E001715A,2025-08-02,C01706,page_view,Direct
E001715B,2025-08-02,C01706,purchase,Direct
E001716A,2025-08-02,C01707,page_view,Organic Search
E001716B,2025-08-02,C01707,purchase,Organic Search
E001717A,2025-08-03,C01708,page_view,Paid Social
E001717B,2025-08-03,C01708,purchase,Paid Social
E001718A,2025-08-04,C01709,page_view,Email
E001718B,2025-08-04,C01709,purchase,Email
E001719A,2025-08-05,C01710,page_view,Direct
E001719B,2025-08-05,C01710,purchase,Direct
E001720A,2025-08-05,C01711,page_view,Organic Search
E001720B,2025-08-05,C01711,purchase,Organic Search
E001721A,2025-08-06,C01712,page_view,Paid Social
E001721B,2025-08-06,C01712,purchase,Paid Social
E001722A,2025-08-06,C01713,page_view,Email
E001722B,2025-08-06,C01713,purchase,Email
E001723A,2025-08-07,C01714,page_view,Direct
E001723B,2025-08-07,C01714,purchase,Direct
E001724A,2025-08-09,C01715,page_view,Organic Search
E001724B,2025-08-09,C01715,purchase,Organic Search
E001725A,2025-08-09,C01716,page_view,Paid Social
E001725B,2025-08-09,C01716,purchase,Paid Social
E001726A,2025-08-10,C01717,page_view,Email
E001726B,2025-08-10,C01717,purchase,Email
E001727A,2025-08-10,C01718,page_view,Direct
E001727B,2025-08-10,C01718,purchase,Direct
E001728A,2025-08-11,C01719,page_view,Organic Search
E001728B,2025-08-11,C01719,purchase,Organic Search
E001729A,2025-08-13,C01720,page_view,Paid Social
E001729B,2025-08-13,C01720,purchase,Paid Social
E001730A,2025-08-16,C01721,page_view,Email
E001730B,2025-08-16,C01721,purchase,Email
E001731A,2025-08-16,C01722,page_view,Direct
E001731B,2025-08-16,C01722,purchase,Direct
E001732A,2025-08-16,C01723,page_view,Organic Search
E001732B,2025-08-16,C01723,purchase,Organic Search
E001733A,2025-08-17,C01724,page_view,Paid Social
E001733B,2025-08-17,C01724,purchase,Paid Social
E001734A,2025-08-18,C01725,page_view,Email
E001734B,2025-08-18,C01725,purchase,Email
E001735A,2025-08-20,C01726,page_view,Direct
E001735B,2025-08-20,C01726,purchase,Direct
E001736A,2025-08-21,C01727,page_view,Organic Search
E001736B,2025-08-21,C01727,purchase,Organic Search
E001737A,2025-08-22,C01728,page_view,Paid Social
E001737B,2025-08-22,C01728,purchase,Paid Social
E001738A,2025-08-23,C01729,page_view,Email
E001738B,2025-08-23,C01729,purchase,Email
E001739A,2025-08-24,C01730,page_view,Direct
E001739B,2025-08-24,C01730,purchase,Direct
E001740A,2025-08-24,C01731,page_view,Organic Search
E001740B,2025-08-24,C01731,purchase,Organic Search
E001741A,2025-08-25,C01732,page_view,Paid Social
E001741B,2025-08-25,C01732,purchase,Paid Social
E001742A,2025-08-25,C01733,page_view,Email
E001742B,2025-08-25,C01733,purchase,Email
E001743A,2025-08-26,C01734,page_view,Direct
E001743B,2025-08-26,C01734,purchase,Direct
E001744A,2025-08-27,C01735,page_view,Organic Search
E001744B,2025-08-27,C01735,purchase,Organic Search
E001745A,2025-08-27,C01736,page_view,Paid Social
E001745B,2025-08-27,C01736,purchase,Paid Social
E001746A,2025-08-28,C01737,page_view,Email
E001746B,2025-08-28,C01737,purchase,Email
E001747A,2025-08-28,C01738,page_view,Direct
E001747B,2025-08-28,C01738,purchase,Direct
E001748A,2025-08-28,C01739,page_view,Organic Search
E001748B,2025-08-28,C01739,purchase,Organic Search
E001749A,2025-08-29,C01740,page_view,Paid Social
E001749B,2025-08-29,C01740,purchase,Paid Social
E001750A,2025-08-29,C01741,page_view,Email
E001750B,2025-08-29,C01741,purchase,Email
E001751A,2025-08-30,C01742,page_view,Direct
E001751B,2025-08-30,C01742,purchase,Direct
E001752A,2025-08-31,C01743,page_view,Organic Search
E001752B,2025-08-31,C01743,purchase,Organic Search
E001753A,2025-09-01,C01744,page_view,Paid Social
E001753B,2025-09-01,C01744,purchase,Paid Social
E001754A,2025-09-02,C01745,page_view,Email
E001754B,2025-09-02,C01745,purchase,Email
E001755A,2025-09-02,C01746,page_view,Direct
E001755B,2025-09-02,C01746,purchase,Direct
E001756A,2025-09-02,C01747,page_view,Organic Search
E001756B,2025-09-02,C01747,purchase,Organic Search
E001757A,2025-09-02,C01748,page_view,Paid Social
E001757B,2025-09-02,C01748,purchase,Paid Social
E001758A,2025-09-03,C01749,page_view,Email
E001758B,2025-09-03,C01749,purchase,Email
E001759A,2025-09-03,C01750,page_view,Direct
E001759B,2025-09-03,C01750,purchase,Direct
E001760A,2025-09-05,C01751,page_view,Organic Search
E001760B,2025-09-05,C01751,purchase,Organic Search
E001761A,2025-09-05,C01752,page_view,Paid Social
E001761B,2025-09-05,C01752,purchase,Paid Social
E001762A,2025-09-06,C01753,page_view,Email
E001762B,2025-09-06,C01753,purchase,Email
E001763A,2025-09-07,C01754,page_view,Direct
E001763B,2025-09-07,C01754,purchase,Direct
E001764A,2025-09-07,C01755,page_view,Organic Search
E001764B,2025-09-07,C01755,purchase,Organic Search
E001765A,2025-09-08,C01756,page_view,Paid Social
E001765B,2025-09-08,C01756,purchase,Paid Social
E001766A,2025-09-08,C01757,page_view,Email
E001766B,2025-09-08,C01757,purchase,Email
E001767A,2025-09-08,C01758,page_view,Direct
E001767B,2025-09-08,C01758,purchase,Direct
E001768A,2025-09-09,C01759,page_view,Organic Search
E001768B,2025-09-09,C01759,purchase,Organic Search
E001769A,2025-09-09,C01760,page_view,Paid Social
E001769B,2025-09-09,C01760,purchase,Paid Social
E001770A,2025-09-09,C01761,page_view,Email
E001770B,2025-09-09,C01761,purchase,Email
E001771A,2025-09-11,C01762,page_view,Direct
E001771B,2025-09-11,C01762,purchase,Direct
E001772A,2025-09-11,C01763,page_view,Organic Search
E001772B,2025-09-11,C01763,purchase,Organic Search
E001773A,2025-09-14,C01764,page_view,Paid Social
E001773B,2025-09-14,C01764,purchase,Paid Social
E001774A,2025-09-15,C01765,page_view,Email
E001774B,2025-09-15,C01765,purchase,Email
E001775A,2025-09-15,C01766,page_view,Direct
E001775B,2025-09-15,C01766,purchase,Direct
E001776A,2025-09-15,C01767,page_view,Organic Search
E001776B,2025-09-15,C01767,purchase,Organic Search
E001777A,2025-09-16,C01768,page_view,Paid Social
E001777B,2025-09-16,C01768,purchase,Paid Social
E001778A,2025-09-16,C01769,page_view,Email
E001778B,2025-09-16,C01769,purchase,Email
E001779A,2025-09-16,C01770,page_view,Direct
E001779B,2025-09-16,C01770,purchase,Direct
E001780A,2025-09-16,C01771,page_view,Organic Search
E001780B,2025-09-16,C01771,purchase,Organic Search
E001781A,2025-09-16,C01772,page_view,Paid Social
E001781B,2025-09-16,C01772,purchase,Paid Social
E001782A,2025-09-16,C01773,page_view,Email
E001782B,2025-09-16,C01773,purchase,Email
E001783A,2025-09-17,C01774,page_view,Direct
E001783B,2025-09-17,C01774,purchase,Direct
E001784A,2025-09-19,C01775,page_view,Organic Search
E001784B,2025-09-19,C01775,purchase,Organic Search
E001785A,2025-09-19,C01776,page_view,Paid Social
E001785B,2025-09-19,C01776,purchase,Paid Social
E001786A,2025-09-19,C01777,page_view,Email
E001786B,2025-09-19,C01777,purchase,Email
E001787A,2025-09-19,C01778,page_view,Direct
E001787B,2025-09-19,C01778,purchase,Direct
E001788A,2025-09-19,C01779,page_view,Organic Search
E001788B,2025-09-19,C01779,purchase,Organic Search
E001789A,2025-09-20,C01780,page_view,Paid Social
E001789B,2025-09-20,C01780,purchase,Paid Social
E001790A,2025-09-22,C01781,page_view,Email
E001790B,2025-09-22,C01781,purchase,Email
E001791A,2025-09-22,C01782,page_view,Direct
E001791B,2025-09-22,C01782,purchase,Direct
E001792A,2025-09-23,C01783,page_view,Organic Search
